Item#,Word,Class,Known_proportion,AuditoryStrengthMean,GustatoryStrengthMean,HapticStrengthMean,OlfactoryStrengthMean,VisualStrengthMean,AuditoryStrengthSD,GustatoryStrengthSD,HapticStrengthSD,OlfactoryStrengthSD,VisualStrengthSD,DominantModality,ModalityExclusivity,MaxStrength
146,clean,Adjective,1,0.5714285714,1.8095238095,3.3333333333,3.8095238095,4.619047619,0.978336781,1.7781745589,1.5916448515,1.2891488517,0.8047478162,Visual,0.2861952862,4.619047619
147,clear,Adjective,1,2.5238095238,0.5714285714,1.2380952381,1.0476190476,4.5238095238,2.0644381226,1.2071217242,1.6402671095,1.5321941938,0.8135752958,Visual,0.3990384615,4.5238095238
148,cleft,Mixed,0.6451612903,1.3,0.05,1.1,0.05,3.25,1.8093325318,0.2236067977,1.3726654823,0.2236067977,1.5174424467,Visual,0.5565217391,3.25
149,cliff,Mixed,1,0.8064516129,0.064516129,1.3225806452,0.2903225806,4.2258064516,1.3764532887,0.2497310381,1.6810135192,0.5884186937,1.1168311546,Visual,0.6201923077,4.2258064516
150,climb,Mixed,1,0.6451612903,0,3.5483870968,0.1935483871,3.9677419355,1.1120068074,0,1.5882634055,0.7491931143,0.9826451027,Visual,0.4749034749,3.9677419355
151,close,Noun,1,1.9411764706,0.2352941176,2.9411764706,1.3529411765,3.9411764706,2.045439691,0.9701425001,1.8864844366,2.0898916381,1.4777765492,Visual,0.3559322034,3.9411764706
152,closer,Noun,1,2.2941176471,0.6470588235,2.8235294118,1.5294117647,3.7058823529,1.6868871436,1.0571882797,1.4677914582,1.5857824196,0.9851843661,Visual,0.2780748663,3.7058823529
153,cloudy,Adjective,1,0.1428571429,0.3333333333,0.2857142857,0.1428571429,4.7142857143,0.4780914437,0.7958224258,0.6436503043,0.4780914437,0.7837638128,Visual,0.813559322,4.7142857143
154,cloying,Adjective,0.1428571429,0.3333333333,3.3333333333,1.75,2.3333333333,1.6666666667,0.5773502692,2.8867513459,2.0615528128,2.5166114784,1.5275252317,Gustatory,0.3185840708,3.3333333333
155,coconutty,Adjective,1,0.1904761905,4.6666666667,1.5238095238,3.619047619,3.619047619,0.6796357568,0.7958224258,1.4359334114,1.5321941938,1.4654757069,Gustatory,0.3286713287,4.6666666667
156,coffin,Mixed,1,0.5483870968,0,1.7741935484,0.4193548387,3.5333333333,1.0905261628,0,1.7834363351,0.672021505,1.7564331673,Visual,0.5630568883,3.5333333333
157,cold,Adjective,1,0.7619047619,2.380952381,4.6666666667,0.9523809524,2.8571428571,1.1791845447,1.8021151594,0.6582805886,1.3955712263,1.6518388022,Haptic,0.3360655738,4.6666666667
158,collection,Noun,1,1.3529411765,0.2941176471,2.3529411765,0.5294117647,3.7058823529,1.3666188418,0.5878675321,1.4116115113,1.0675700831,0.9195587177,Visual,0.4142857143,3.7058823529
159,colossal,Adjective,0.7619047619,1.6875,0.3125,2.2941176471,0.5625,4.875,1.7783419244,0.8732124598,1.8290949224,1.3647344064,0.5,Visual,0.4688326407,4.875
160,colourful,Adjective,1,0.1904761905,0.3333333333,0.2380952381,0.4285714286,4.8095238095,0.5117663157,0.9128709292,0.7003400535,1.0281745266,0.8728715609,Visual,0.7698412698,4.8095238095
161,comb,Mixed,1,0.8064516129,0,4.2903225806,0.0967741935,4.064516129,1.1081322075,0,0.9378538759,0.5388159061,1.3400369117,Haptic,0.4634146341,4.2903225806
162,comedy,Noun,1,4.7058823529,0,0.7647058824,0.0588235294,3.7058823529,0.9851843661,0,1.147247345,0.242535625,1.7945997424,Auditory,0.5095541401,4.7058823529
163,compact,Adjective,1,0.4761904762,0.2857142857,2.9047619048,0.1904761905,4.7619047619,1.123345344,0.7171371656,1.7292993351,0.6015852075,0.5389584311,Visual,0.5303867403,4.7619047619
164,competition,Noun,1,2.5882352941,0.4705882353,0.8823529412,0.8235294118,3.5294117647,1.2776356841,0.7998161553,1.0537049481,1.3339459377,1.0073261053,Visual,0.3687943262,3.5294117647
165,concept,Noun,1,2.3529411765,1,1.1176470588,0.8823529412,2.7647058824,1.4975470139,1.6955824958,1.4950900032,1.5363248737,1.7149858514,Visual,0.231884058,2.7647058824
166,condition,Noun,1,2.6470588235,0.8823529412,2.7058823529,1.5882352941,3.5882352941,1.6179144164,1.4950900032,1.7594283831,1.6977493753,1.4602578338,Visual,0.2371134021,3.5882352941
167,confidence,Noun,1,3,0.3529411765,1.4117647059,0.4705882353,3.9411764706,1.3693063938,1.0571882797,1.6605279104,1.1245914291,1.2976222599,Visual,0.391025641,3.9411764706
168,conical,Adjective,0.619047619,0.1538461538,0.0769230769,4.0769230769,0,4.6923076923,0.3755338081,0.2773500981,1.3204505835,0,0.630425172,Visual,0.5213675214,4.6923076923
169,consequence,Noun,1,2.7058823529,0.8823529412,1.4705882353,0.7058823529,3.5882352941,1.0467035088,1.2187264327,1.3284223283,1.1048023512,1.1213175024,Visual,0.3081761006,3.5882352941
170,construction,Noun,1,2.9411764706,0.1176470588,2.0588235294,0.8823529412,4,1.6759545129,0.3321055821,1.7128407776,1.1114378605,1.17260394,Visual,0.3882352941,4
171,contact,Noun,1,2.5294117647,1.0588235294,3.5294117647,1.1176470588,3.4117647059,1.4194033544,1.5194813357,1.7719215226,1.7278003697,1.4602578338,Haptic,0.2121212121,3.5294117647
172,content,Noun,1,2.1176470588,1.4705882353,3,1.4117647059,3.7647058824,1.7278003697,1.8068497122,1.6201851746,1.7341721198,1.147247345,Visual,0.2,3.7647058824
173,contoured,Adjective,0.9523809524,0.35,0.05,3.6,0.1,4.15,0.9333020045,0.2236067977,1.4653901941,0.3077935056,0.8127277009,Visual,0.496969697,4.15
174,contract,Noun,1,2.5882352941,0.1176470588,1.5294117647,0.1176470588,3.9411764706,1.9058732752,0.4850712501,1.9078013215,0.4850712501,1.5194813357,Visual,0.4609929078,3.9411764706
175,cooing,Adjective,0.9047619048,4.8421052632,0,0.1052631579,0,2.1578947368,0.5014598571,0,0.4588314677,0,1.3442535266,Auditory,0.6814814815,4.8421052632
176,cool,Adjective,1,0.380952381,1.8571428571,4.3333333333,0.2857142857,2.4285714286,0.8047478162,1.5901482411,0.8563488386,0.5606119106,1.3627702877,Haptic,0.4358974359,4.3333333333
177,cope,Noun,1,1.1176470588,0.1764705882,0.8235294118,0.3529411765,2.0588235294,1.2689736473,0.392952624,1.2366938848,0.8617697249,1.3449251018,Visual,0.4155844156,2.0588235294
178,core,Noun,1,0.8235294118,0.7058823529,1.8235294118,0.4705882353,2.7647058824,1.3339459377,1.0467035088,1.4245742398,0.717430054,1.5218989686,Visual,0.3482142857,2.7647058824
179,corpse,Mixed,1,0.2258064516,0,1.1290322581,2.1290322581,3.6451612903,0.4973045626,0,1.4998207778,1.8210241712,1.8537958733,Visual,0.5113122172,3.6451612903
180,cost,Noun,1,1.5882352941,0.4117647059,0.8823529412,0.3529411765,3.2352941176,1.4168108346,0.7952062256,1.1663164741,0.6063390626,1.4374200745,Visual,0.4454545455,3.2352941176
181,cotton,Noun,1,0.4117647059,0.1176470588,4.4705882353,0.8823529412,4.0588235294,0.6183469424,0.4850712501,0.9432422183,1.1663164741,0.9663454503,Haptic,0.4378698225,4.4705882353
182,council,Noun,1,2.7058823529,0,0.4705882353,0.2941176471,2.8823529412,1.9926334925,0,1.0675700831,0.8488746876,1.96476312,Visual,0.4537037037,2.8823529412
183,cousin,Noun,1,4.0588235294,0,2.8823529412,1.7058823529,4.5294117647,1.0880365478,0,1.4950900032,1.6868871436,0.717430054,Visual,0.34375,4.5294117647
184,crackling,Adjective,1,4.2857142857,1.3333333333,1.380952381,0.9047619048,2.8095238095,0.9561828875,1.5275252317,1.2835961388,0.9952267031,1.3645163106,Auditory,0.3155555556,4.2857142857
185,craft,Noun,1,1.8823529412,0.4117647059,3.2352941176,0.7058823529,3.7058823529,1.8331105034,0.8702602721,1.5624264689,1.1048023512,1.4037764193,Visual,0.3313609467,3.7058823529
186,craggy,Adjective,0.7142857143,1,0.1333333333,2.6666666667,0.1333333333,3.4666666667,1.2535663411,0.5163977795,1.8387366263,0.3518657753,1.3557637103,Visual,0.4504504505,3.4666666667
187,crane,Mixed,0.9677419355,2.7333333333,0,1.2,0.0333333333,3.9333333333,1.5521583045,0,1.6691934869,0.1825741858,1.3113124074,Visual,0.4978902954,3.9333333333
188,crashing,Adjective,1,4.5714285714,0.1428571429,1.2380952381,0.5238095238,4.619047619,0.7464200273,0.6546536707,1.5461164867,1.0304876331,0.4976133515,Visual,0.4034334764,4.619047619
189,creaking,Adjective,1,4.4761904762,0,1.1428571429,0,2.0476190476,0.8135752958,0,1.3147514703,0,1.4654757069,Auditory,0.5838509317,4.4761904762
190,creamy,Adjective,1,0.1904761905,4.4761904762,2.7619047619,2.380952381,3.8095238095,0.5117663157,1.2090925365,1.7579750256,1.8567765206,1.5039630188,Gustatory,0.3146853147,4.4761904762
191,creased,Adjective,0.9523809524,0.15,0.15,3.65,0.15,4.7,0.4893604849,0.6708203932,1.2258187382,0.6708203932,0.6569466853,Visual,0.5170454545,4.7
192,crime,Noun,1,3.5882352941,0.1176470588,1.1764705882,0.1176470588,4.2352941176,1.5024489812,0.3321055821,1.5097720903,0.3321055821,0.8313702368,Visual,0.4458598726,4.2352941176
193,crimson,Adjective,1,0.1904761905,0.0476190476,0.2857142857,0.0952380952,4.4285714286,0.6015852075,0.2182178902,0.9023778113,0.4364357805,1.2071217242,Visual,0.8679245283,4.4285714286
194,crinkled,Adjective,1,2.7142857143,0.9047619048,4.619047619,0.2380952381,4.619047619,1.8477785891,1.5781242633,0.6690433825,0.7684244859,0.5895922724,Visual,0.3345454545,4.619047619
195,crisis,Noun,1,3.8235294118,0,1.4117647059,0.8823529412,4.1764705882,1.6292365589,0,1.5434872663,1.6156404667,1.2862393886,Visual,0.4057142857,4.1764705882
196,crisp,Adjective,1,2.0476190476,2.6666666667,3.380952381,1.1428571429,3.0952380952,1.883512423,1.5916448515,1.203170415,1.2761549391,1.3380867649,Haptic,0.1814671815,3.380952381
197,crooked,Adjective,1,0.619047619,0.1904761905,3.5714285714,0.1428571429,4.4761904762,1.1608699529,0.6796357568,1.5023790657,0.6546536707,0.8135752958,Visual,0.4814814815,4.4761904762
198,croquet,Mixed,0.935483871,1.5862068966,0.8965517241,2.1724137931,0.5862068966,3.6551724138,1.7220677226,1.6332445269,1.9099170797,1.0861873483,1.4705650534,Visual,0.3449612403,3.6551724138
199,crowded,Adjective,1,3.7142857143,0,2.2857142857,0.7619047619,4.619047619,0.9561828875,0,1.6168752934,1.0910894512,0.5895922724,Visual,0.4058577406,4.619047619
200,crunching,Adjective,1,3.7142857143,3.0476190476,2.1428571429,0.4285714286,2.1428571429,1.10194633,1.5321941938,1.5583874449,1.0757057484,1.5583874449,Auditory,0.2863070539,3.7142857143
201,crying,Adjective,1,4.4761904762,0.1428571429,1.2380952381,0.0476190476,4.4285714286,0.7496030696,0.4780914437,1.7579750256,0.2182178902,1.0757057484,Auditory,0.4285714286,4.4761904762
202,cube,Mixed,1,0.2258064516,0.0967741935,3.6129032258,0,4.2258064516,0.8045569141,0.3962186862,1.4759724332,0,1.0233825423,Visual,0.5177865613,4.2258064516
203,cup,Noun,1,1.1764705882,1.2352941176,3.9411764706,1.0588235294,4.2352941176,1.2862393886,1.4374200745,0.8993461677,1.2976222599,0.6642111642,Visual,0.2727272727,4.2352941176
204,cure,Noun,0.9411764706,1.0588235294,0.7647058824,1.9411764706,0.625,2.9411764706,1.5194813357,1.2514697242,2.045439691,1.1474609652,1.6759545129,Visual,0.3159478435,2.9411764706
205,curiosity,Noun,1,2.8235294118,1,1.8823529412,1.1764705882,3.2352941176,1.6292365589,1.4142135624,1.6156404667,1.4677914582,1.6781467369,Visual,0.2209302326,3.2352941176
206,curly,Adjective,1,0,0.2857142857,3.8571428571,0,4.7619047619,0,0.6436503043,1.2363540871,0,0.8890872794,Visual,0.5347593583,4.7619047619
207,curve,Noun,1,0.1176470588,0,3.9411764706,0,4.2941176471,0.3321055821,0,1.197423705,0,1.1048023512,Visual,0.514084507,4.2941176471
208,curved,Adjective,0.9523809524,0.1,0.1052631579,3.95,0,4.5,0.3077935056,0.3153017676,1.234376041,0,0.9459053029,Visual,0.5199148677,4.5
209,custom,Mixed,0.935483871,2.4137931034,0.6551724138,0.9655172414,0.4827586207,3.2413793103,1.5240275911,1.261401207,1.4263529572,0.9863601796,1.5272564668,Visual,0.3555555556,3.2413793103
210,customer,Noun,0.9411764706,3.625,0,1.8235294118,1.3529411765,4,1.3601470509,0,1.5097720903,1.5387160423,1.3693063938,Visual,0.3703199455,4
211,cut,Noun,1,1.1764705882,0.3529411765,3.5294117647,0.5294117647,3.7058823529,1.0744355563,0.6063390626,1.2805100087,0.717430054,0.9195587177,Visual,0.3607594937,3.7058823529
212,cute,Adjective,1,3.1428571429,0.380952381,1.6666666667,0.8095238095,4.7619047619,1.5901482411,0.9206622875,1.8257418584,1.4006801069,0.5389584311,Visual,0.407079646,4.7619047619
213,damp,Adjective,1,0.380952381,0.380952381,4.1428571429,3.1428571429,3.8095238095,0.8646496676,0.8047478162,0.9636241117,1.5259657364,1.123345344,Haptic,0.3172690763,4.1428571429
214,dance,Noun,1,2.1764705882,0,2.1764705882,0.2352941176,4.6470588235,1.5904124511,0,1.6671567907,0.5622957145,0.6063390626,Visual,0.5031847134,4.6470588235
215,dank,Adjective,0.6666666667,0.8666666667,0.7333333333,1.1764705882,2.8,3.4666666667,1.3557637103,1.2227992866,1.3339459377,1.6987390281,1.6846647257,Visual,0.302254987,3.4666666667
216,dappled,Adjective,0.6666666667,0.5714285714,0.2142857143,1.8571428571,0.2857142857,4,1.0163498576,0.8017837257,1.6104057232,1.0690449676,1.4142135624,Visual,0.5463917526,4
217,dark,Adjective,1,0.7142857143,0.5238095238,0.1904761905,0.1904761905,4.4285714286,1.10194633,1.123345344,0.4023739081,0.5117663157,1.247855303,Visual,0.7007874016,4.4285714286
218,dazzling,Adjective,1,0.619047619,0.0952380952,0.380952381,0.2380952381,4.9047619048,1.0235326314,0.4364357805,0.8047478162,0.624880941,0.3007926038,Visual,0.7709923664,4.9047619048
219,dead,Adjective,1,1.380952381,0.2380952381,2.4285714286,2.3333333333,4.0952380952,1.6575943556,0.624880941,1.660464651,1.7701224063,1.5134319246,Visual,0.3681818182,4.0952380952
220,deaf,Mixed,1,1.8387096774,0.4193548387,0.6129032258,0.5483870968,2.4193548387,2.0671522149,1.336018801,1.4759724332,1.3865715435,2.0293544712,Visual,0.3425414365,2.4193548387
221,deafening,Adjective,1,5,0.0476190476,0.1904761905,0,1.2380952381,0,0.2182178902,0.6796357568,0,1.261140829,Auditory,0.7720588235,5
222,deal,Noun,1,2,0.2941176471,1,0.4117647059,2.4117647059,1.6955824958,0.6859943406,1.3228756555,0.8702602721,1.583462327,Visual,0.3461538462,2.4117647059
223,death,Noun,1,2.4705882353,0.1176470588,1.7058823529,1.6470588235,3.6470588235,1.9078013215,0.4850712501,1.9288826391,1.6934128436,1.5788119137,Visual,0.3680981595,3.6470588235
224,deck,Noun,1,1,0.1176470588,2,0.4117647059,3.4117647059,1.4142135624,0.3321055821,1.3228756555,0.8702602721,1.4168108346,Visual,0.4745762712,3.4117647059
225,deed,Mixed,0.8709677419,1.9259259259,0,0.6296296296,0,2.7777777778,1.6390880655,0,1.1485157026,0,1.948043068,Visual,0.5208333333,2.7777777778
226,deep,Adjective,1,2.0952380952,0.2857142857,3.619047619,0.380952381,4.4285714286,1.7861904127,0.9561828875,1.5961262631,1.0712698295,0.6761234038,Visual,0.3832599119,4.4285714286
227,defeat,Noun,1,2.5882352941,0.0588235294,1,0.2941176471,3.4117647059,1.7698454569,0.242535625,1.3228756555,0.7717436331,1.583462327,Visual,0.456,3.4117647059
228,delicious,Adjective,1,1.3333333333,4.7142857143,1.3333333333,4.1904761905,3.380952381,2.0083160442,0.6436503043,1.7701224063,1.1670067532,1.7741530508,Gustatory,0.2261146497,4.7142857143
229,delight,Noun,1,3.3529411765,1.8235294118,1.9411764706,1.4705882353,3.4117647059,1.6179144164,2.0382374162,1.9516207443,1.7362908404,1.5434872663,Visual,0.1617647059,3.4117647059
230,dell,Mixed,0.4838709677,2.2857142857,0,2.2666666667,0.1428571429,4,1.6374732613,0,2.0517124091,0.5345224838,0.8770580193,Visual,0.4600219058,4
231,democracy,Noun,1,2.2941176471,0,0.1764705882,0.0588235294,2.8235294118,1.571810496,0,0.5285941399,0.242535625,1.2862393886,Visual,0.5274725275,2.8235294118
232,department,Noun,1,1.5882352941,0.1764705882,0.4705882353,0.8823529412,3.5882352941,1.3256518929,0.392952624,0.717430054,0.8574929257,0.9393364366,Visual,0.5087719298,3.5882352941
233,depression,Noun,1,2.7647058824,0,0.8823529412,0.1764705882,2.9411764706,2.0164762509,0,1.4090046549,0.7276068751,1.7489492644,Visual,0.4347826087,2.9411764706
234,desk,Noun,1,1.3529411765,0,3.9411764706,0.5294117647,4.4117647059,1.3200935796,0,1.1440382552,0.8744746322,0.8702602721,Visual,0.4310344828,4.4117647059
235,development,Noun,1,2.1176470588,1.2941176471,1.6470588235,1.1176470588,3.7647058824,1.4950900032,1.571810496,1.5788119137,1.5363248737,0.9034248561,Visual,0.2662721893,3.7647058824
236,device,Noun,0.9411764706,2.5882352941,0.0625,3.4705882353,0.4117647059,4.1764705882,1.5434872663,0.25,1.4194033544,0.7952062256,1.2366938848,Visual,0.3841400618,4.1764705882
237,die,Noun,1,2.1176470588,0.4705882353,1.2941176471,1.1176470588,3.2352941176,1.9326909007,1.3746657348,1.9288826391,1.6538724611,1.5218989686,Visual,0.3357142857,3.2352941176
238,dim,Adjective,1,0.8095238095,0.25,0.0952380952,0.1904761905,4.3333333333,1.2497618821,0.5501196042,0.3007926038,0.5117663157,1.1105554166,Visual,0.7463312369,4.3333333333
239,dip,Mixed,0.935483871,0.724137931,1.9310344828,2.6206896552,1.1379310345,3.5517241379,1.3860671939,2.1369376367,1.3735718064,1.619614988,1.1827995512,Visual,0.2837370242,3.5517241379
240,direction,Noun,1,2.2941176471,0.2941176471,1.4117647059,0.7647058824,4.0588235294,1.6868871436,0.5878675321,1.5024489812,1.0325582166,1.0289915109,Visual,0.4266666667,4.0588235294
241,dirty,Adjective,1,0.4761904762,1.2857142857,2.7142857143,3.5238095238,4.8095238095,0.9283882603,1.6168752934,1.9272482233,1.2891488517,0.4023739081,Visual,0.3382899628,4.8095238095
242,disease,Noun,1,2.4705882353,0.8823529412,2.2352941176,1.8235294118,3.4117647059,2.0346267182,1.691240408,2.3056835148,1.8451048113,1.7698454569,Visual,0.2336956522,3.4117647059
243,dispute,Noun,1,3.2352941176,0.1176470588,0.8235294118,0.1764705882,3.5882352941,1.5218989686,0.3321055821,1.4245742398,0.5285941399,1.2277430273,Visual,0.437037037,3.5882352941
244,distance,Noun,0.9411764706,2.3125,0.0625,1.9375,0.375,4.8235294118,1.815443013,0.25,1.7308475766,0.8062257748,0.392952624,Visual,0.5005798222,4.8235294118
245,distinction,Noun,1,2.1764705882,1.4705882353,1.9411764706,1.5294117647,2.9411764706,1.5904124511,1.62471717,1.6759545129,1.62471717,1.3906198364,Visual,0.1461988304,2.9411764706
246,dive,Noun,1,2,0.1764705882,1.7647058824,0.4117647059,3.8823529412,0.9354143467,0.392952624,1.6404805609,0.6183469424,0.9275204136,Visual,0.45,3.8823529412
247,doctor,Noun,1,3,0.7058823529,1.6470588235,1.2941176471,4.4705882353,1.2747548784,1.2126781252,1.7656860023,1.2126781252,0.717430054,Visual,0.3386243386,4.4705882353
248,dose,Mixed,0.9032258065,0.5,1.9642857143,1.1785714286,0.6785714286,2.9285714286,0.9622504486,1.6212053782,1.3622848842,0.9449111825,1.438326482,Visual,0.3349753695,2.9285714286
249,dove,Mixed,0.9677419355,2.0666666667,0.1,1.3333333333,0.3666666667,3.9666666667,1.6801751414,0.4025778999,1.5610194135,1.0661996104,1.3767361036,Visual,0.4936170213,3.9666666667
250,down,Noun,0.9411764706,1.1875,0,1.5,0.0625,3.1875,1.6007810594,0,1.7126976772,0.25,2.0072784228,Visual,0.5368421053,3.1875
251,downy,Adjective,0.7142857143,0.1333333333,0.1333333333,2.75,0,3.3333333333,0.3518657753,0.5163977795,2.2360679775,0,1.5430334996,Visual,0.5249343832,3.3333333333
252,drab,Adjective,0.9047619048,1.2631578947,1.3684210526,1.1052631579,0.7368421053,4.1052631579,1.4848159356,1.3828523789,1.5236920381,1.4079972089,1.4100723717,Visual,0.3926380368,4.1052631579
253,drama,Noun,1,3.2352941176,0.2352941176,0.9411764706,0.4117647059,3.9411764706,1.5218989686,0.5622957145,1.1440382552,0.7952062256,1.3906198364,Visual,0.4228187919,3.9411764706
254,draught ,Mixed,0.9032258065,1.4285714286,0.3571428571,2.3214285714,0.0714285714,1.8571428571,1.5257923607,0.9893613995,1.8469909749,0.2622652642,1.9760470401,Haptic,0.3727810651,2.3214285714
255,dream,Noun,1,2.1764705882,0.5294117647,0.8235294118,0.7647058824,3.1764705882,1.7405205442,0.9432422183,1.4245742398,1.0914103127,1.7405205442,Visual,0.3543307087,3.1764705882
256,drink,Mixed,1,1.3870967742,4.935483871,2.2903225806,3.3548387097,4.0322580645,1.4983862287,0.2497310381,1.9007638532,1.4502502565,1.0482961085,Gustatory,0.2217741935,4.935483871
257,drought,Mixed,0.9032258065,1,0.6785714286,1.1785714286,0.25,3.0714285714,1.4401645996,1.4920423842,1.5647404572,0.7993052539,1.5378814535,Visual,0.4566473988,3.0714285714
258,dry,Adjective,1,0.3333333333,2.5238095238,4.2857142857,0.4285714286,3.5714285714,0.9128709292,1.8873009198,1.0555973258,0.6761234038,1.2873006087,Haptic,0.3547008547,4.2857142857
259,duck,Mixed,1,3.5806451613,1.7741935484,1.6451612903,1.2580645161,4.064516129,1.5657627225,1.9783777432,1.5609481541,1.7120697403,1.2365404393,Visual,0.2277486911,4.064516129
260,dull,Adjective,1,2.3333333333,1.2380952381,0.5714285714,1.1904761905,4.2857142857,1.8797162906,1.7292993351,0.8701395619,1.7781745589,0.8451542547,Visual,0.3861386139,4.2857142857
261,dust,Noun,1,0,0.7058823529,2.7647058824,1.2941176471,4.1764705882,0,1.159994929,1.4802622979,1.2126781252,1.0744355563,Visual,0.4671052632,4.1764705882
262,dusty,Adjective,1,0.05,0.380952381,3.380952381,1.1904761905,4.2857142857,0.2236067977,1.1608699529,1.1608699529,1.2891488517,1.0555973258,Visual,0.4560369136,4.2857142857
263,duty,Noun,1,1.5882352941,0.1764705882,0.4705882353,0.3529411765,2.4117647059,1.2776356841,0.392952624,0.9432422183,0.7018882096,1.2277430273,Visual,0.4470588235,2.4117647059
264,earthy,Adjective,1,1.0476190476,2,3.4285714286,3.0952380952,3.9523809524,1.6271505916,2.2135943621,1.247855303,1.7579750256,1.1608699529,Visual,0.2147887324,3.9523809524
265,ease,Noun,0.9411764706,1.875,0,1.6875,0.0625,2.5,1.5864005379,0,1.5370426149,0.25,1.5491933385,Visual,0.4081632653,2.5
266,east,Noun,0.9411764706,0.75,0.125,0.375,0.1875,2.8125,1.5705625319,0.5,1.0246950766,0.5439056291,1.9397164741,Visual,0.6323529412,2.8125
267,echoing,Adjective,1,4.7142857143,0,0.3333333333,0,0.5238095238,0.7171371656,0,0.7958224258,0,0.9807674352,Auditory,0.8461538462,4.7142857143
268,economy,Noun,0.9411764706,1.8823529412,0.0588235294,0.4705882353,0.125,2.1176470588,1.6538724611,0.242535625,1.0073261053,0.3415650255,1.7278003697,Visual,0.4423380727,2.1176470588
269,edge,Noun,1,0.5294117647,0.1764705882,3.5882352941,0.1176470588,3.9411764706,0.7998161553,0.392952624,1.1213175024,0.3321055821,0.8269362306,Visual,0.4577464789,3.9411764706
270,education,Noun,1,3.7058823529,0.5294117647,1.0588235294,0.5882352941,3.9411764706,1.2631659571,0.9432422183,1.2976222599,0.9393364366,0.8993461677,Visual,0.3473053892,3.9411764706
271,effect,Noun,1,2.6470588235,1.2941176471,1.8235294118,1.1764705882,3.1176470588,1.8351149988,1.6868871436,1.9116515804,1.6292365589,1.7986923355,Visual,0.1929824561,3.1176470588
272,effort,Noun,0.9411764706,2.1176470588,0.125,0.9375,0.5,3.1764705882,1.7636025963,0.5,1.5261607604,0.894427191,1.8451048113,Visual,0.4450402145,3.1764705882
273,eggy,Adjective,1,0.1428571429,4.380952381,1.0476190476,4.3333333333,2.8571428571,0.3585685828,1.0235326314,1.1169686869,0.9660917831,1.7402791238,Gustatory,0.3320895522,4.380952381
274,elastic,Adjective,1,1.9523809524,0.619047619,4.5714285714,0.6666666667,3.8095238095,1.4654757069,1.2835961388,0.5976143047,1.3540064008,0.9283882603,Haptic,0.3401639344,4.5714285714
275,elegant,Adjective,1,1.8571428571,0.6666666667,1.5238095238,1.0952380952,4.7619047619,1.5583874449,1.1547005384,1.2497618821,1.5461164867,0.5389584311,Visual,0.4134615385,4.7619047619
276,elm,Mixed,0.6774193548,0.5714285714,0.0476190476,1.619047619,0.9523809524,3.5238095238,1.1212238212,0.2182178902,1.5961262631,1.3219754338,1.6315344808,Visual,0.5177304965,3.5238095238
277,emergency,Noun,1,3.7647058824,0.0588235294,1.6470588235,1,4,1.4802622979,0.242535625,1.5387160423,1.4142135624,1.4142135624,Visual,0.3764044944,4
278,emotion,Noun,1,2.8823529412,0.9411764706,2.4117647059,0.7647058824,3.6470588235,1.6538724611,1.3906198364,1.7698454569,1.147247345,1.3666188418,Visual,0.270718232,3.6470588235
279,empty,Adjective,0.9523809524,1.65,0.25,3.6,0.15,4.75,1.8144159565,0.6386663737,1.5355437919,0.4893604849,0.7163503994,Visual,0.4423076923,4.75
280,engagement,Noun,1,2.5882352941,0.0588235294,1.7647058824,0.0588235294,3.2352941176,1.7341721198,0.242535625,1.6019289843,0.242535625,1.9535036398,Visual,0.4122137405,3.2352941176
281,enormous,Adjective,1,1.1904761905,0.0952380952,3.8571428571,0.3333333333,4.7619047619,1.6618979397,0.3007926038,1.1084094138,0.7958224258,0.7003400535,Visual,0.4558139535,4.7619047619
282,enthusiasm,Noun,1,3.2941176471,0.5294117647,1.2941176471,0.5294117647,3.7058823529,1.4476146709,0.9432422183,1.4476146709,0.7998161553,0.8488746876,Visual,0.3396226415,3.7058823529
283,entrance,Noun,1,1,0.1764705882,1.8823529412,0.6470588235,4.3529411765,1.4142135624,0.392952624,1.6538724611,0.9314757425,0.785905248,Visual,0.5182481752,4.3529411765
284,equipment,Noun,1,1.5294117647,0.4117647059,3.3529411765,0.8823529412,4.2352941176,0.9432422183,0.8702602721,1.221739358,0.9926198253,0.5622957145,Visual,0.3672316384,4.2352941176
285,estate,Noun,1,1.5294117647,0.0588235294,1.1764705882,0.8823529412,4.1764705882,1.6999134926,0.242535625,1.4677914582,1.0537049481,1.3339459377,Visual,0.5263157895,4.1764705882
286,estimate,Noun,1,1.5882352941,0.8235294118,1.5882352941,0.7058823529,2.7058823529,1.3256518929,1.2366938848,1.6224527547,0.9851843661,1.6494205756,Visual,0.2698412698,2.7058823529
287,exchange,Noun,1,1.8823529412,0.5294117647,1.7647058824,0.6470588235,3.1764705882,1.3639259942,1.178857872,1.6781467369,1.1694644325,1.4677914582,Visual,0.3308823529,3.1764705882
288,excitement,Noun,1,3.5294117647,1.1764705882,2.1764705882,1.2941176471,3.9411764706,1.178857872,1.4245742398,1.5506165757,1.571810496,1.0880365478,Visual,0.2281553398,3.9411764706
289,expansion,Noun,0.9411764706,1.7058823529,0.4705882353,2.8125,0.4117647059,3.9411764706,1.2631659571,0.9432422183,1.5585784121,0.8702602721,1.1440382552,Visual,0.3778040142,3.9411764706
290,extreme,Noun,1,2.2352941176,1.5882352941,1.9411764706,1.8235294118,3.4117647059,1.4374200745,1.6605279104,1.7128407776,1.7405205442,1.6224527547,Visual,0.1657754011,3.4117647059
